,t1,t2,t3,t4,energy,old duration,lost,dead,duration
1950,6,3,165,0,16521.38125,335,42,496,174
1951,6,2,137,0,16522.3875,307,50,543,145
1952,7,2,9,0,16523.246875000004,180,47,523,18
1953,7,2,94,0,16524.982812500002,265,37,523,103
1954,6,9,15,0,16525.540625000005,289,46,375,30
1955,6,4,105,0,16525.9765625,275,45,693,115
1956,4,4,150,0,16529.748437500002,318,48,593,158
1957,7,3,156,0,16530.918749999993,327,53,689,166
1958,5,3,107,0,16536.7140625,276,44,425,115
1959,5,4,111,0,16539.187500000007,280,51,619,120
1960,5,4,231,0,16539.454687500005,400,47,446,240
1961,7,4,11,0,16539.8796875,182,58,622,22
1962,4,2,146,0,16540.1734375,314,53,595,152
1963,7,2,16,0,16540.353125,187,50,612,25
1964,6,2,218,0,16542.0890625,388,48,387,226
1965,7,2,7,0,16542.5703125,178,61,590,16
1966,6,2,59,0,16544.043750000004,229,64,590,67
1967,5,3,164,0,16544.35,333,50,645,172
1968,6,2,214,0,16544.4546875,384,47,543,222
1969,6,9,225,0,16544.7421875,395,38,354,240
1970,5,3,8,0,16544.760937499996,177,41,617,16
1971,7,3,230,0,16544.881250000002,401,43,568,240
1972,6,4,127,0,16545.864062499993,297,51,645,137
1973,5,2,133,0,16546.104687500007,302,44,588,140
1974,6,4,10,0,16546.215625,180,54,594,20
1975,7,3,8,0,16550.3796875,179,48,570,18
1976,5,3,232,0,16550.953125,401,56,740,240
1977,7,2,21,0,16551.199999999993,192,42,590,30
1978,5,4,106,0,16552.975000000002,275,41,696,115
1979,7,4,229,0,16553.346875000007,400,45,666,240
1980,5,3,232,0,16553.878125,401,56,639,240
1981,7,4,210,0,16558.1578125,381,57,640,221
1982,5,3,231,0,16558.854687499996,400,55,570,239
1983,4,3,91,0,16558.9015625,259,53,614,98
1984,6,3,212,0,16559.299999999996,382,66,645,221
1985,5,3,8,0,16559.315625000007,177,52,717,16
1986,7,2,197,0,16559.8828125,368,42,546,206
1987,6,3,115,0,16561.509375,285,57,614,124
1988,5,3,232,0,16562.175000000007,401,55,713,240
1989,4,4,208,0,16563.398437499996,376,55,746,216
1990,6,3,198,0,16564.623437500002,368,46,426,207
1991,4,9,144,0,16565.910937499993,312,37,315,157
1992,6,2,8,0,16567.8875,178,53,498,16
1993,5,3,185,0,16570.675000000007,354,44,617,193
1994,5,4,228,0,16570.948437500007,397,36,640,237
1995,6,4,153,0,16576.2234375,323,50,595,163
1996,7,3,186,0,16577.403125000004,357,37,569,196
1997,7,4,49,0,16578.092187500002,220,58,747,60
1998,4,3,56,0,16579.3453125,224,65,477,63
1999,6,4,215,0,16580.453125000004,385,64,468,225
2000,5,3,203,0,16580.7453125,372,68,591,211
2001,4,4,142,0,16581.793750000004,310,53,596,150
2002,6,3,65,0,16583.2,235,40,567,74
2003,4,2,95,0,16583.7171875,263,60,686,101
2004,7,3,230,0,16584.026562499996,401,62,713,240
2005,5,2,162,0,16584.121875000004,331,48,546,169
2006,6,2,232,0,16585.665624999998,402,53,731,240
2007,4,2,110,0,16586.171875000004,278,49,678,116
2008,6,4,230,0,16586.264062500006,400,50,697,240
2009,4,3,160,0,16587.15625,328,52,566,167
2010,7,2,16,0,16587.409375000007,187,54,547,25
2011,6,4,26,0,16588.735937499994,196,54,693,36
2012,5,3,41,0,16589.242187500004,210,57,639,49
2013,4,4,8,0,16589.817187499993,176,59,741,16
2014,4,4,195,0,16590.164062500004,363,46,445,203
2015,5,3,232,0,16590.254687499993,401,60,423,240
2016,4,2,6,0,16590.300000000007,174,47,452,12
2017,5,2,118,0,16595.395312499993,287,49,658,125
2018,4,4,109,0,16595.596875000007,277,49,672,117
2019,7,2,11,0,16595.650000000005,182,37,590,20
2020,5,3,135,0,16595.885937500007,304,67,662,143
2021,7,4,147,0,16595.890625000004,318,47,480,158
2022,5,4,231,0,16596.750000000007,400,54,622,240
2023,7,4,210,0,16597.350000000002,381,51,644,221
2024,5,3,85,0,16597.8953125,254,50,467,93
2025,5,4,68,0,16599.251562499998,237,46,644,77
2026,6,4,70,0,16599.4375,349,41,445,80
2027,4,4,232,0,16603.646875,400,44,667,240
2028,7,3,10,0,16605.059375000004,181,48,591,20
2029,6,4,165,0,16605.231250000004,335,50,666,175
2030,5,9,14,0,16606.265625,183,50,377,28
2031,6,2,8,0,16606.6234375,178,46,523,16
2032,5,3,230,0,16606.828125,399,53,597,238
2033,6,2,134,0,16607.162499999995,304,50,680,142
2034,4,2,194,0,16607.426562500004,362,41,681,200
2035,5,3,140,0,16608.673437499998,309,52,594,148
2036,4,4,7,0,16609.88437500001,175,60,594,15
2037,5,4,9,0,16611.414062500004,178,55,593,18
2038,7,1,46,0,16613.178125,217,57,547,54
2039,6,3,231,0,16614.303125,401,40,425,240
2040,5,1,234,0,16615.917187500007,403,49,739,240
2041,7,5,33,0,16616.2390625,204,50,350,45
2042,5,2,233,0,16619.403124999993,402,51,592,240
2043,5,1,138,0,16619.646875,307,49,542,144
2044,6,4,105,0,16620.825000000004,275,55,597,115
2045,5,4,155,0,16621.075,324,48,450,164
2046,7,2,92,0,16622.084375000002,263,44,388,101
2047,4,3,92,0,16622.940625000007,260,41,594,99
2048,5,4,9,0,16628.04375,178,48,621,18
2049,4,3,120,0,16628.85625,288,49,685,127
2050,6,4,184,0,16629.24375,354,46,641,194
2051,7,4,146,0,16629.9296875,317,55,642,157
2052,6,3,72,0,16630.384375,242,52,548,81
2053,6,2,6,0,16631.014062500002,176,60,448,14
2054,6,4,74,0,16631.500000000004,244,39,541,84
2055,6,2,86,0,16637.4359375,256,49,567,94
2056,6,4,167,0,16637.840624999993,337,53,645,177
2057,5,3,149,0,16641.139062500002,318,51,570,157
2058,4,2,78,0,16643.917187500007,246,51,546,84
2059,5,2,120,0,16647.240625,289,38,454,127
2060,6,4,187,0,16647.6921875,357,48,491,197
2061,6,3,231,0,16650.606249999993,401,48,597,240
2062,6,3,190,0,16651.792187500007,360,54,655,199
2063,5,3,94,0,16652.168750000004,263,46,618,102
2064,5,4,135,0,16654.606250000004,304,53,597,144
2065,5,4,109,0,16655.5984375,278,53,644,118
2066,5,4,22,0,16658.496875000008,191,46,692,31
2067,5,4,9,0,16658.7578125,178,51,594,18
2068,5,2,233,0,16659.346875000007,402,55,614,240
2069,6,2,232,0,16660.012500000004,402,43,546,240
